plant_species,plant_part,extraction_solvent,extraction_method,concentration_mg_per_ml,crop_species,crop_variety,germination_percent,root_length_mm,shoot_length_mm,total_phenolic_content_mg_gae_per_g,compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3
parthenium hysterophorus,leaf,aqueous,aqueous extraction,50.8358,zea mays,,21.67118039926677,17.48656055657982,19.941764366728293,16.94,0.0,0.0,0.0,0.0,0.0,0.489159891598916,0.0,0.7099499374217774,0.0,0.9875791930643548,0.6288999905740409,0.2062734559607098,0.0,0.0,0.0,0.0,265.6846011440723,108.55053710723348,1.4533404042747935,4.05131831884245,5.2611747160660185,1.9511614756244255,1.725362661220589,19.179871676571736,0.12221223170795911
acmella oleracea,aerial,ethanol,solvent extraction,1.0289,lactuca sativa,,63.79465373109989,56.33612262622895,67.1566879850734,42.71,0.0,0.0,0.0,0.0,0.0,0.8418803418803419,0.0,0.4536921151439299,0.0,0.5648549516505501,0.0,0.0,0.0,0.0,0.0,0.0,257.933034996822,105.93172233427491,1.8806367725464779,3.9402487643493704,5.33301738405822,1.303615690145575,2.39276861970885,18.814938933330343,0.0
lantana camara,leaves,aqueous,soaking in darkness for 24 hours,100.0,lactuca sativa,,10.828649062266168,7.274763842194513,9.574370532861096,,0.7317256341789052,0.7404320344516219,0.885480913485581,0.7641168289290681,0.913188647746244,0.8850323118615802,0.8186225342694751,0.3993533583646225,0.960200389646535,0.5952817605868622,0.7582241493071921,0.7256637168141594,0.9452427455357144,0.3388190422376042,0.3014954853273138,0.7484355444305383,294.37654421260936,63.66827017019491,3.7828822837560616,1.8970625807828816,3.2702354249464762,1.765022443288057,0.9158928934983204,21.374496889979927,0.455924644979371
lantana camara,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,61.462193767123,52.404116251938014,66.14320832729742,15.27,0.8506759012016021,0.7385566437452247,0.721120186697783,0.8556328233657858,0.7906928213689484,0.7069001459245362,0.7011033099297893,0.3725490196078432,0.9473977177845812,0.4293097699233077,0.5877085493448959,0.9797989158133716,0.8479352678571429,0.3732871874558554,0.3414221218961625,0.61639549436796,298.13328259866876,60.41051509157048,3.995370269612562,1.7457752610283301,3.110253830073708,1.7157996878611546,0.8471875939822993,21.660054368868025,0.4805058416809772
lantana camara,leaf,aqueous,aqueous extraction,2.5564,zea mays,,71.0248638032067,58.88516659108857,78.32895419665198,10.21,0.8354055407209613,0.8352434534972564,0.8609768294715786,0.7994436717663421,0.93050918196995,0.9154680008338544,0.9429956536275492,0.4588026700041719,0.7639855274144169,0.4237245748582861,0.5907248562541239,0.980262243432331,0.9135044642857144,0.3448227150727503,0.3565180586907449,0.7200667501042971,297.1087917734327,60.682953507853384,3.9710523212337225,1.756511152627628,3.1422026096666578,1.725112154357321,0.8788387444500998,21.587523088264284,0.4748831494064899
lantana camara,leaf,methanol,solvent extraction,9.8591,lactuca sativa,,48.55158104360034,42.70973571619514,55.03596616118992,50.28,0.7745327102803738,0.7613391678821977,0.8581430238373062,0.7287899860917941,0.8244991652754592,0.9329789451740672,0.9929789368104314,0.3505423445974134,0.8658502644030059,0.4515671890630209,0.6711282873032332,0.7794097206134458,0.7222377232142857,0.2842209351603333,0.411117381489842,0.5627868168544014,300.378187657122,64.65964612288785,3.863430787407383,1.8953031729430077,3.3497725423453346,1.7538146516362287,0.9615046546413321,21.81915982204001,0.45590760575561895
acmella oleracea,,aqueous,in vitro bioassay,0.2,calopogonium mucunoides,,57.63532526328679,55.148005177269,67.41408502366748,,0.0,0.0,0.0,0.0,0.0,0.8239524702939338,0.0,0.5296203587818107,0.0,0.7631710570190062,0.0,0.0,0.0,0.0,0.0,0.0,251.99593919109242,104.16042828587729,1.8169046016825896,3.8896651126423802,5.168584908246935,1.3605401021977228,2.278919795604555,18.36588439725832,0.0
eucalyptus globulus,leaf,aqueous,aqueous extraction,0.9785,hordeum vulgare,,54.28540125531035,51.10867677755251,64.3824389490057,11.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186395465155051,0.799132811763597,0.4307556873465228,0.0,0.8990676649244244,0.9016647855530474,0.8277012932832708,224.025171649093,48.688959237481,2.6428999120967176,1.7136578620777079,2.2981686742350727,2.1693310111345623,0.28472836986785904,16.138802648712534,0.5626702655124076
lantana camara,leaf,aqueous,aqueous extraction,50.7773,triticum aestivum,,24.282507445304034,17.10893209002921,21.65026096711181,8.13,0.9254005340453938,0.9344307841911508,0.7037839639939991,0.8706536856745479,0.9881051752921536,0.83552220137586,0.7472417251755266,0.3513767209011265,0.7809629835791818,0.5633544514838279,0.6289942501649542,0.6840105638697124,0.7174944196428571,0.3097895182935443,0.4153498871331828,0.5940759282436379,305.45766309016216,63.11528870361904,4.006907348664495,1.7957535428108082,3.2330878897052813,1.7827685632621695,0.8449952540454903,22.17390401260961,0.481448181468446
lantana camara,leaves,aqueous,ethanol,5.0,lantana camara,,6.67,66.22644322543876,84.61795897627056,,0.937917222963952,0.696464541223866,0.7984664110685115,0.91682892906815,0.7917362270450752,0.6685428392745466,0.8595787362086259,0.4996871088861077,0.6807681603117173,0.441730576858953,0.664812894712037,0.9260065792521892,0.9280831473214284,0.3359937844328295,0.3122178329571106,0.7096370463078849,298.1348593892206,60.52645651469719,3.976710365044245,1.7488143541569503,3.1175401984837556,1.7686157101255997,0.8266371598809787,21.650425352735887,0.4836592708458129
lantana camara,leaf,aqueous,aqueous extraction,2.491,phaseolus vulgaris,,78.07332766094831,69.55422384723437,88.53158117818754,9.96,0.8942339786381842,0.9190109050496632,0.776129354892482,0.9418636995827538,0.898789649415693,0.7551594746716699,0.7315279170845871,0.3405298289528577,0.7895908711383246,0.5760253417805935,0.6167405033462154,0.8546541259324469,0.7797154017857143,0.3280830625794603,0.3662528216704289,0.5025031289111389,305.88552839266043,61.88891180470918,4.06716053461326,1.7465599939162326,3.1662081166005906,1.7512694328064415,0.8168499023306182,22.21050476537196,0.4871976538486025
lantana camara,leaf,aqueous,aqueous extraction,49.1871,zea mays,,23.232659703906844,16.93227090635727,21.67985271615721,20.33,0.7036882510013351,0.7468917135514344,0.7581263543923987,0.678442280945758,0.7610601001669449,0.7263914946841777,0.8736208625877633,0.3361493533583646,0.9777344837183412,0.4530676892297432,0.5383165237062871,0.9983783533336422,0.7839704241071429,0.3055516315863822,0.357364559819413,0.6305798915310806,295.1180017419782,61.22214372887639,3.918841568024172,1.7925157921157142,3.1692989087259904,1.7119723164701335,0.915680401569839,21.448900198567507,0.4631295655583745
parthenium hysterophorus,leaf,methanol,solvent extraction,0.0,oryza sativa,,71.60509800619673,59.90758891053624,71.64323405746221,44.28,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.70191906549854,0.0,0.8682060686895631,0.6696201338486191,0.2507529073808089,0.0,0.0,0.0,0.0,269.2248743090538,108.80575159474623,1.46809203568329,4.0586612024698,5.286166821593242,1.9931184829806665,1.6786647680971836,19.423107682020913,0.1426852301551076
ageratum conyzoides,leaves,aqueous,aqueous extraction,100.0,cabbage,,8.579629573972705,5.910859052317395,7.084861583344854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3516896120150188,0.0,0.5875291763921306,0.4124799698369309,0.2314321456702034,0.0,0.2135188585958468,0.0,0.0,243.62232194700965,88.96574867093945,1.6221631555315006,3.337275596717345,4.1879361960144665,1.8969195114888122,1.1438389524527768,17.556602775511514,0.2618765403047054
eucalyptus globulus,leaf,aqueous,aqueous extraction,10.0459,triticum aestivum,,54.851359279139146,46.48583522442959,58.8419492950728,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491997332444148,0.9495711188613442,0.3682064587870083,0.0,0.8779488628337336,0.9700902934537248,0.7736754276178557,230.0088875994862,54.091870854191924,2.5059552179322306,1.9027776769562585,2.5502422676006944,2.2254378530527497,0.3253011099897698,16.54980803619766,0.5464522806037696
melilotus indica,shoot,aqueous,aqueous,2.5,unknown,,93.17478123183972,81.94106185196966,102.6641611771512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4279307467667918,0.0,0.5045848616205402,0.4363276463380148,0.2480192744289487,0.0,0.1750953524509111,0.0,0.0,253.00767687238897,93.38081167353745,1.64000879758185,3.4997330356369054,4.464329806550536,1.9143476333918943,1.241493882806038,18.23394230475322,0.25686496661268315
lantana camara,leaf,ethyl_acetate,solvent extraction,0.0,sorghum bicolor,,63.02979703864855,61.31461358858675,81.38999716376757,25.59,0.7751585447263017,0.7958602486629159,0.9401566927821304,0.7532684283727399,0.91652754590985,0.9463206170523244,0.7713139418254764,0.4608886107634543,0.7150013915947676,0.4615705235078359,0.645489678574795,0.7287216790992912,0.9955357142857144,0.3972312473513208,0.3503103837471783,0.7161034626616605,295.02888267878797,61.0699930711794,3.9044765920535314,1.7835177377144948,3.144961761857493,1.722584632491666,0.8608707005894592,21.427241509236953,0.4750974727272495
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,9.793,triticum aestivum,,53.10137345108013,45.40035651177785,53.8677984111601,7.18,0.0,0.0,0.0,0.0,0.0,0.4232853867000208,0.0,0.6578014184397164,0.0,0.9473157719239746,0.8350457159015929,0.1882036788212945,0.0,0.0,0.0,0.0,271.9405456340601,112.95048015190702,1.2652325496147816,4.205712305609419,5.461512468115842,2.131339009673342,1.6468529012181272,19.579996458084338,0.1425198543235209
ageratina adenophora,leaf,aqueous,aqueous extraction,24.5226,oryza sativa,,33.99267113441959,26.854823245864715,32.600909261016255,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5330621610346267,0.0,0.6509669889963321,0.0,0.2904137515637307,0.3332170758928571,0.0,0.0,0.0,223.51894418861826,66.73945323807142,2.676242677225683,2.554801140522538,3.1445825902125693,1.1757796914578555,1.2447880133008664,16.296645679929938,0.20321264193782496
lantana camara,leaf,aqueous,aqueous extraction,9.9416,oryza sativa,,52.725649688780656,45.15969303992102,57.60599139746502,22.36,0.9821428571428572,0.9837466138778912,0.8038006334389065,0.890403337969402,0.8203255425709516,0.8847196164269335,0.7102975593447007,0.3830830204422195,0.9730030615084888,0.417889296432144,0.6352153831652371,0.7225594217671316,0.8206612723214286,0.3393840937985591,0.4081546275395034,0.6927409261576972,304.82862331703404,62.910246844134015,4.013478088572441,1.7977007853335878,3.2381982595245207,1.7609071019557685,0.8638214614120009,22.133192401518627,0.482000123741974
lantana camara,leaf,ethanol,solvent extraction,49.6054,zea mays,,21.919661893476704,15.99498610337773,20.498719902624323,59.07,0.7673981975967957,0.680002778356602,0.9096516086014336,0.6820584144645341,0.6694490818030051,0.7336877214925995,0.7664660648612504,0.4959324155193992,0.904536598942388,0.5222574191397132,0.6090112168913188,0.901959875828198,0.7380719866071428,0.2957338607147902,0.3899548532731376,0.7229870671672926,293.596008016216,62.30386247121316,3.8400762890129974,1.854275383678529,3.2082614730178083,1.7525456311254881,0.9113904884993794,21.32667249577157,0.45965272914555527
lantana camara,leaf,ethanol,solvent extraction,0.0,zea mays,,59.26742713578636,53.29767306574936,67.46170877412486,66.28,0.9658711615487316,0.8088490657775925,0.776129354892482,0.835326842837274,0.8071786310517529,0.8165520116739629,0.757271815446339,0.3992490613266583,0.8099081547453382,0.5761087029009669,0.5992082194363276,0.9530185794375204,0.7024274553571429,0.3215143381833592,0.2880925507900677,0.6042970379641218,300.2474230481431,61.99603065107624,3.9687318669488767,1.7933563460163335,3.1808389361132208,1.7522883104644054,0.8641917678714008,21.807324109159403,0.4736154898847463
lantana camara,leaf,methanol,solvent extraction,0.9908,lactuca sativa,,56.73533856840629,53.41861434757087,57.64913916868135,39.98,0.7173731642189586,0.9992359519344308,0.7931321886981164,0.8842837273991654,0.9910267111853088,0.9920783823222848,0.7368772985623537,0.4377346683354193,0.8082382410242137,0.4769089696565521,0.7735884626260723,0.9945327340962796,0.87646484375,0.3687667749682158,0.2945823927765237,0.7476011681268253,301.79094993036097,62.86095746509292,3.9464080947717015,1.8248596271201383,3.2274822163605332,1.7705747759042638,0.8556104092709047,21.909639194890445,0.47913611188939353
lantana camara,leaf,aqueous,aqueous extraction,0.9997,zea mays,,64.84952222130981,62.82790574403752,78.15270553178686,15.33,0.7696094793057411,0.8731680211155102,0.9201533588931488,0.7104311543810847,0.9284223706176962,0.9731081926203878,0.953192912069542,0.4752816020025032,0.7439465627609241,0.4102200733577859,0.7568102554434913,0.6789139600611593,0.7238420758928572,0.3728633987851391,0.3119356659142211,0.6964956195244055,300.47094077358923,65.12297608742125,3.8281045626179746,1.9136243087359177,3.3685912129359523,1.7854274536772416,0.9385066123229514,21.812989766493907,0.46377792610060753
lantana camara,leaf,ethanol,solvent extraction,9.7551,zea mays,,53.340334542734624,53.53589259822029,67.14468766117922,43.2,0.8205524032042725,0.6977148016947975,0.8541423570595099,0.7098748261474269,0.9186143572621036,0.9705023973316655,0.933968572383818,0.3435544430538173,0.8112997495129418,0.5398466155385128,0.7882929588085588,0.9246629291572072,0.7965262276785714,0.3655177284927249,0.3558126410835214,0.7423863162286192,293.1911340195977,62.758676468947584,3.785294230879705,1.8681601832779913,3.2334697611915466,1.776561439223186,0.9077914603462629,21.291496137046167,0.4610073788737846
lantana camara,leaves,aqueous,dilution in water,50.0,b. pilosa,,27.965016611936463,22.27259131550733,24.63682460607463,,0.8630674232309746,0.7319580468153087,0.8933155525920987,0.7390820584144645,0.7009599332220368,0.9640400250156348,0.825810765630224,0.4132248644138507,0.9805176732535488,0.4120540180060019,0.5845979828447545,0.6675624333966548,0.74072265625,0.4088854357960164,0.3064334085778781,0.6624947851481019,297.0924950350226,63.98781114257185,3.842390993236177,1.8890753567337835,3.3153699240012102,1.7234852841194983,0.968122645494352,21.584494550561182,0.4556244814403322
lantana camara,leaves,acetone,cell free culture filtrate,0.1,lantana camara,,80.25908988310425,71.7025528632352,92.52174777078449,,0.994200600801068,0.8330207682156004,0.8313052175362561,0.991655076495132,0.7948664440734559,0.8009172399416302,0.7769976596456034,0.4920734251147268,0.860562204286112,0.5614371457152384,0.5728155339805825,0.9188250011583192,0.9441266741071428,0.3568300607430428,0.2883747178329571,0.7501042970379642,299.30197935899355,60.80016921115168,4.009375684316986,1.749442564589792,3.123197692714866,1.744531755698706,0.8434576600234776,21.740313213966488,0.4783775034712293
lantana camara,leaf,aqueous,aqueous extraction,50.2322,zea mays,,22.35020352555281,16.50036761941084,21.29133189888308,16.12,0.7545894526034712,0.7179968048899076,0.7489581596932823,0.948539638386648,0.7779632721202004,0.9048363560558682,0.8182881979271146,0.3915310805173133,0.8241024213748956,0.4340613537845948,0.7380525968517296,0.92554325163323,0.880859375,0.4071196496680322,0.3558126410835214,0.6604088443888194,299.40871321619596,62.7585239927148,3.9098508025522554,1.8340862529900714,3.2345038422387664,1.7558952325484185,0.8848158575854809,21.744173375200763,0.4719657638683302
lantana camara,leaf,ethanol,solvent extraction,9.9178,zea mays,,60.25831929634224,50.33601164514045,66.32954309195618,46.83,0.754964953271028,0.8758074598874765,0.7961326887814636,0.7827538247566064,0.8459933222036728,0.7661038148843027,0.6889000334336343,0.3952857738840217,0.7528527692735876,0.4773257752584194,0.5797907437081723,0.9595051661029514,0.71533203125,0.3277299053538635,0.3579288939051918,0.5928243637880685,301.4189762556372,61.06379725910387,4.022936820049155,1.7488206753563902,3.134625265737195,1.7422281721757649,0.8310386438785664,21.891111524844764,0.4849481704612306
lantana camara,leaf,methanol,solvent extraction,4.8587,lactuca sativa,,46.773269663727405,46.72094154975824,56.86901142301334,60.51,0.8901451935914553,0.8241300270889769,0.7739623270545091,0.6962447844228095,0.7493739565943239,0.7889305816135085,0.9018722835172184,0.4329370045890697,0.7372669078764263,0.5128376125375125,0.7605806390800265,0.8920909975443637,0.6897321428571428,0.3658708857183217,0.3651241534988713,0.6718815185648729,297.94038675224283,63.53863742753475,3.8362298734593754,1.8690566480492024,3.270016005485859,1.7894265517534045,0.8917448216010737,21.629402716115422,0.46852093268501305
canola,whole plant,aqueous,in vitro,100.0,canola,,56.0,5.897169831700339,6.439443069636924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879015435961619,0.0,0.5892797599199733,0.4510321425205015,0.2389843858592411,0.0,0.1699392569571973,0.0,0.0,252.56929175370578,95.09945756471656,1.594438095127145,3.5689471295792767,4.538350577089107,1.9149775411990544,1.2926377527114095,18.20339018659105,0.2353725966315053
lantana camara,leaf,aqueous,aqueous extraction,9.7511,phaseolus vulgaris,,64.09630892908666,57.73169250756212,73.63104311873163,15.26,0.7106558744993325,0.9390150725845662,0.9058176362727122,0.9207232267037552,0.7986227045075125,0.7367104440275172,0.8353393513874958,0.4318940342094285,0.6688004453103257,0.5713571190396799,0.6888490903949477,0.8549784552657185,0.9040178571428572,0.3884023167113999,0.3874153498871331,0.6700041718815186,301.8658268020771,61.58762435942717,3.9929847424730647,1.758205001293593,3.154928635315841,1.7745506031175458,0.8129993580281877,21.91336868460603,0.48617683149574553
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,64.29367556467679,58.98290077229832,78.15115551546523,6.36,0.6970544058744994,0.8915746336042231,0.7799633272212037,0.6912378303198886,0.8263772954924875,0.8734625807796541,0.9784353059177532,0.3768251981643721,0.8995268577790149,0.5976992330776926,0.5676312564803468,0.7390075522401891,0.9574497767857144,0.3359231529877101,0.3163092550790067,0.7138089278264498,295.0435749257607,62.78968176385743,3.853379309971106,1.8427522078665097,3.2426755467819657,1.724728187088425,0.9384283378091189,21.435385309149652,0.4535937368848535
acmella oleracea,aerial,ethanol,solvent extraction,10.0124,lactuca sativa,,55.684772065730925,46.79744168221261,55.54152727339324,29.56,0.0,0.0,0.0,0.0,0.0,0.6391494684177611,0.0,0.4300166875260743,0.0,0.7338279426475492,0.0,0.0,0.0,0.0,0.0,0.0,246.8796747377795,102.37312116726766,1.7698519436314213,3.8314962564997677,5.0174858909407645,1.4070051827795016,2.185989634440997,17.982459977043256,0.0
lantana camara,leaf,methanol,solvent extraction,25.2606,lactuca sativa,,34.24305887334286,27.52209036145914,36.04131277964354,31.08,0.7007676902536716,0.8689310272973536,0.6889481580263378,0.7482614742698191,0.6880217028380635,0.8851365436731292,0.9060514877967236,0.4532749269920734,0.960200389646535,0.5229243081027009,0.6012819304364219,0.8843070935458462,0.7125418526785714,0.4139708998446108,0.3978555304740406,0.6272423863162288,298.5511175680996,64.47947942980407,3.849884236283467,1.9010045196153063,3.3336914550011496,1.7236970951547843,0.9709286315702883,21.690423166518343,0.4524437282817716
ageratina adenophora,leaf,aqueous,aqueous extraction,2.517,oryza sativa,,53.868157329238215,47.980636508282416,60.5820417464132,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4604714226115978,0.0,0.572107369123041,0.0,0.2806375388036881,0.2544642857142857,0.0,0.0,0.0,224.38406931313438,66.96172294851657,2.679788564521661,2.5634553229556234,3.15091097921335,1.2026197684117892,1.246122211823692,16.359608394794652,0.20323541872153567
chromolaena odorata,leaf,aqueous,aqueous extraction,1.0067,oryza sativa,,78.80616165163455,61.91763273598307,88.55276766360149,10.09,0.0,0.0,0.0,0.0,0.0,0.7388993120700439,0.0,0.7153733833959116,0.0,0.357619206402134,0.0,0.2850391511838021,0.0,0.2849978810566464,0.0,0.0,248.80868704222794,85.60028587056493,2.4287235282213615,3.192925563630431,4.414013795643728,1.0304884517357218,1.9817708350592225,18.184755871927052,0.17049296081388549
ageratina adenophora,leaf,aqueous,aqueous extraction,48.7582,oryza sativa,,17.39752298093198,13.023611863226826,18.170175504589015,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5182519816437214,0.0,0.6300433477825942,0.0,0.324560997081036,0.3132672991071428,0.0,0.0,0.0,224.03299062824073,65.54403589618124,2.7298547396935904,2.509003233202641,3.0893124281671533,1.1773539323553086,1.2232072077105551,16.33824139472222,0.21201917007924154
lantana camara,leaf,aqueous,aqueous extraction,0.9933,zea mays,,64.48125545778393,58.49117384890336,73.55793203601232,18.97,0.7764519359145527,0.8806695839410988,0.8043007167861311,0.921279554937413,0.7447829716193656,0.6778194705023974,0.8592443998662653,0.3595118898623279,0.982187586974673,0.4336445481827276,0.6932792911678763,0.6989297132002039,0.6698521205357143,0.3435513490606018,0.3855812641083521,0.6931581143095537,306.1622115512779,64.72803787417357,3.9484691153139098,1.8606866541083074,3.3363304815135404,1.8210579357361296,0.8937198239351156,22.223046738675574,0.4751612221595566
eucalyptus globulus,leaf,aqueous,aqueous extraction,10.0151,hordeum vulgare,,48.87629765774477,43.094766705079394,55.75725836643621,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714904968322774,0.9670091431803186,0.3630635222165593,0.0,1.0,0.9037810383747178,0.850020859407593,225.65652454542737,52.80009323353663,2.4661573149181084,1.8699791599473379,2.492936768690162,2.2128778098043185,0.31578141840710683,16.235130527220132,0.5529854432865009
lantana camara,leaf,aqueous,aqueous extraction,5.0878,zea mays,,62.69002480803865,54.81918742022408,66.80850289310159,21.11,0.7850467289719626,0.8795582413002709,0.8248041340223372,0.9969401947148816,0.6990818030050084,0.7299353762768398,0.9344700768973588,0.4940550688360451,0.9089897021987198,0.5837779259753251,0.7876331416721651,0.9718296807672708,0.7522321428571429,0.3865658991382963,0.3559537246049661,0.670421360033375,303.47135508738256,64.7328446231702,3.90124483064674,1.886346795009856,3.326580903365322,1.7995414503987988,0.8990303839266652,22.030464513767473,0.4675328059761404
lantana camara,leaf,aqueous,aqueous extraction,1.0419,oryza sativa,,66.06296543182034,55.4600337011379,65.41802744778565,9.44,0.8488818424566088,0.8332986038758075,0.8813135522587098,0.9847009735744088,0.7629382303839733,0.8430268918073796,0.7942159812771649,0.4956195244055069,0.7258558307820763,0.4640713571190397,0.6054293524366104,0.8372330074595747,0.8394949776785714,0.3442576635117954,0.3174379232505643,0.5857321652065082,304.5206747925442,62.55829377776722,4.02926008678123,1.7888717756273533,3.220955812190764,1.7456826526289249,0.8640344504818573,22.11579635012795,0.47934777278799967
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,65.78728333840435,54.60484577402737,74.70162430490325,19.7,0.7496244993324432,0.9101201639230396,0.9183197199533256,0.7001390820584144,0.8240818030050083,0.8812799666458203,0.8995319291206955,0.4978097622027534,0.8054550514890064,0.4808269423141046,0.771514751625978,0.7302043274799611,0.7350725446428571,0.3404435654753496,0.4037810383747178,0.6205673758865249,301.37856600373726,65.44555595600765,3.8337638972355363,1.9243341823197233,3.3741193843712876,1.7739996076880091,0.9321842108695171,21.87778776428555,0.4622911546177515
eucalyptus globulus,leaf,aqueous,aqueous extraction,25.1655,triticum aestivum,,37.1172132803865,29.3518987943016,39.23399150099146,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199733244414805,0.8412668489018759,0.3191400639392114,0.0,0.97881056646419,0.8077031602708803,1.0,219.04318698421972,49.44665124596372,2.4934631433977743,1.7658712829785554,2.3361248496082245,2.260262356618698,0.28881859365849766,15.760030985771706,0.5609514687258075
lantana camara,leaf,ethyl_acetate,solvent extraction,2.474,sorghum bicolor,,74.26640353453249,64.04416615252894,72.07952399559669,39.12,0.8180490654205608,0.9453358338542752,0.8896482747124521,0.854798331015299,0.9632721202003338,0.7890348134250574,0.7219993313273152,0.3872549019607844,0.9899805176732536,0.5245081693897966,0.6010934112545951,0.7764444238521059,0.8755580357142857,0.4083203842350614,0.3802200902934537,0.651439299123905,300.6544170385619,61.45060282035277,3.9961816712517124,1.7600123276873576,3.1552250181230077,1.726381386090042,0.8456808011711437,21.835120676344616,0.4814497704768377
eucalyptus globulus,leaf,aqueous,aqueous extraction,51.7944,triticum aestivum,,20.611422184252344,14.082249993520213,18.01208289529202,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4047182394131377,0.8518239230841739,0.3894731964972432,0.0,0.9487215708433396,0.9849040632054176,0.9115561118064248,224.45237500205394,48.996847630773836,2.6279633193656626,1.7209457121816039,2.3195727255608616,2.202962006769009,0.27977889483862944,16.162890473793254,0.5670791112846487
parthenium hysterophorus,leaf,aqueous,aqueous extraction,23.7176,zea mays,,43.75404911850772,34.29551783738089,40.78381424883336,8.42,0.0,0.0,0.0,0.0,0.0,0.3465707734000417,0.0,0.6769920734251147,0.0,0.9311437145715238,0.751437458761429,0.2555715146179864,0.0,0.0,0.0,0.0,268.99736641671325,109.27759320192936,1.3892525108153526,4.076454749028294,5.275084586867041,2.075544242332723,1.6049042043356698,19.383135108573036,0.15097967558376096
parthenium hysterophorus,leaf,aqueous,aqueous extraction,9.9352,zea mays,,52.25384046751772,49.2175960618911,58.79768429391414,13.29,0.0,0.0,0.0,0.0,0.0,0.38972274338128,0.0,0.6289111389236547,0.0,0.6863954651550517,0.8415496276746159,0.2466756243339665,0.0,0.0,0.0,0.0,279.3508814067617,113.82530911121137,1.33166117057969,4.228734048054025,5.56064522459587,2.149570951674014,1.6410415078584575,20.111159946026216,0.17012224726786768
lantana camara,leaf,aqueous,aqueous extraction,49.1003,phaseolus vulgaris,,26.239965561077245,17.74785022734695,25.52357850341408,21.24,0.9632426568758344,0.7418906716677085,0.7767961326887816,0.8247566063977746,0.8280467445742905,0.743277048155097,0.8665997993981945,0.3595118898623279,0.7692735875313108,0.577942647549183,0.6714110660759732,0.6727053699671038,0.8281947544642857,0.3057635259217403,0.3943284424379232,0.6770963704630789,298.7359053459376,62.48345698436067,3.9030100270341577,1.8121171868205992,3.207383924620715,1.7928899194398826,0.8604200224280865,21.687772299227674,0.4721633085528798
lantana camara,leaf,aqueous,aqueous extraction,49.1755,zea mays,,23.523718868772967,17.39652516057602,21.535886869325783,11.67,0.9979556074766356,0.6914634993401403,0.7109518253042174,0.9438108484005562,0.8614357262103507,0.7778820095893267,0.7251755265797392,0.3691072173550271,0.6980239354300027,0.4241413804601533,0.5467056272975775,0.8602140573599593,0.7168666294642857,0.4199039412346377,0.4122460496613995,0.7265331664580726,299.1416024649027,59.273562873288334,4.045560218287166,1.6844094827525522,3.048754953614844,1.7718635191759173,0.7977467723052385,21.726026788057595,0.4948580067562234
lantana camara,leaves,ethanol,disc diffusion method,2.0,unknown,,85.6480799683226,74.81144289919504,89.38082729808042,,0.9894859813084113,0.7550184066124886,0.8101350225037507,0.811961057023644,0.7522954924874792,0.9717531790702524,0.7154797726512873,0.4468085106382979,0.9398831060395212,0.4472324108036012,0.6007163728909417,0.8945003011629524,0.73388671875,0.3073174177143664,0.3195541760722348,0.7037964121818941,298.65871237136696,62.86350682771938,3.918699276170619,1.8464158963051915,3.242613751443038,1.743609940046914,0.9169538895471663,21.69631087048641,0.46476361975788333
chromolaena odorata,leaf,aqueous,aqueous extraction,49.4423,oryza sativa,,25.25678737344414,19.007813741046764,23.34438353777873,20.25,0.0,0.0,0.0,0.0,0.0,0.5463831561392537,0.0,0.8472048393825615,0.0,0.4160553517839279,0.0,0.2804058749942084,0.0,0.2432546969911004,0.0,0.0,249.32126806589218,87.58432637436256,2.3761301130919894,3.2870655268739983,4.481584581164398,1.0740583570636315,1.9700902657147492,18.20485711919581,0.15884651381241688
